SA1_CODE_2021,state,rank_2021,pop_2016,income_2016,edu_2016,young_prof_2016,risk_2016,pop_2021,income_2021,edu_2021,young_prof_2021,risk_2021,pop_change,income_change,edu_change,young_prof_change,risk_change,pop_pct_change,income_pct_change,edu_pct_change,young_prof_pct_change,risk_pct_change,income_change_norm,edu_change_norm,young_prof_change_norm,risk_change_norm,acceleration_score,acceleration_category,gentrification_type
11401127805,NSW,8290,210,1052.5229067695382,76.46997996736397,21.077205374031795,48.16145836253477,222,1394,92.69662921348316,25.225225225225223,55.92572632785293,12,341.47709323046183,16.226649246119194,4.148019851193428,7.7642679653181546,5.714285714285716,32.44367329529601,21.219633185525133,19.680122566457527,16.121330684948788,93.92882351375252,91.70527156859956,86.31478148888046,69.91045814330191,83.5548768400898,Very Fast,Emerging
70103103107,NT,8605,557,1007.8320299934688,67.86679583761949,29.741645512215246,49.0616687025526,571,1334,82.21797323135756,35.551663747810856,55.540998599777474,14,326.16797000653116,14.35117739373807,5.81001823559561,6.479329897224872,2.5134649910233398,32.363326457152276,21.146095401461416,19.534958928917924,13.206501263761062,93.69620854715485,91.38746200049088,85.79471346728529,68.11708978840446,82.70146865628551,Very Fast,Emerging
12003139645,NSW,9614,211,1007.5270632718498,70.13080254228748,27.492595139681697,46.72988867108739,223,1331,84.7953216374269,32.73542600896861,54.16764572381005,12,323.4729367281502,14.664519095139411,5.242830869286912,7.4377570527226595,5.687203791469186,32.105632545264065,20.910239956682375,19.069974451846573,15.916487850150896,92.95014980867576,90.36816126963994,84.12884478858824,69.78442721504803,82.56148818908139,Very Fast,Emerging
11102121739,NSW,9761,3,1040.3727672040923,82.7295181209788,0.0,40.1028115667108,4,1374,100.0,0.0,53.9752085660371,1,333.62723279590773,17.270481879021204,0.0,13.872396999326298,33.33333333333333,32.06804746461221,20.875840052356963,0.0,34.59208084762248,92.8413359152807,90.21949458249627,15.8081271960962,81.27471108797627,72.86200721533037,Fast,Emerging
31802146811,QLD,10133,1623,986.566283197572,70.3997430503851,21.92146622930579,37.94782405351142,1739,1302,85.03496503496504,26.04945370902817,53.54381154710046,116,315.43371680242797,14.635221984579943,4.127987479722382,15.595987493589043,7.1472581638940325,31.97288638124465,20.788743467579863,18.83080007761464,41.09850270096291,92.565831704532,89.84308770072558,83.27197081015044,85.27783078018774,87.61171040137391,Very Fast,Emerging
31002128230,QLD,10661,577,967.0981739920146,68.62183547283858,28.245094800651977,46.617441359142035,618,1275,82.80254777070064,33.49514563106796,52.89020324730312,41,307.9018260079854,14.180712297862058,5.2500508304159865,6.272761888161085,7.105719237435015,31.83770110298314,20.665014568832053,18.587478170881553,13.455826199974297,92.17445203466819,89.30836628677147,82.40023774538126,68.27048862795282,81.28000483488108,Very Fast,Emerging
30504113306,QLD,11165,269,981.7131726240898,69.65715535240366,25.43513260889375,49.485623381065786,289,1293,83.96946564885496,30.103806228373703,52.308502861782095,20,311.2868273759102,14.312310296451301,4.668673619479954,2.82287948071631,7.434944237918217,31.70853117350456,20.54679124354657,18.355216350818182,5.704443609770515,91.80048761335105,88.79743840897743,81.56812891082899,63.50139849083249,79.24872483909043,Fast,Emerging
11703133317,NSW,11493,545,1142.6452836397273,64.46394113512252,37.141227081025704,49.00397164921962,574,1504,77.6595744680851,43.90243902439025,51.9277954430745,29,361.35471636027273,13.195633332962572,6.761211943364543,2.9238237938548792,5.321100917431187,31.62440011210048,20.469789933108927,18.20406183299914,5.966503725012751,91.55691680844488,88.4646604564519,81.026597764533,63.66263273470969,79.06940230345658,Fast,Emerging
31802147514,QLD,11495,19,1044.6432116780372,83.00868618047703,20.142886032870578,46.9607222448812,21,1375,100.0,23.809523809523807,51.924324211552445,2,330.35678832196277,16.991313819522972,3.6666377766532285,4.9636019666712485,10.526315789473696,31.623886952876678,20.469320261954937,18.20314015911002,10.5696883041706,91.55543114306634,88.4626306701522,81.02329574534832,66.49477292651886,80.0592135931483,Very Fast,Emerging
21204131021,VIC,11678,14,783.5720469896552,51.8989460659258,37.03897889914079,48.89533429779393,16,1031,62.5,43.75,51.72738922148797,2,247.42795301034482,10.601053934074201,6.711021100859213,2.832054923694038,14.28571428571428,31.57692441440696,20.42633759962673,18.118806998253657,5.792076001455659,91.41946824060673,88.27687172290337,80.72116098994535,63.55531490767999,78.89883382040942,Fast,Emerging
20804119435,VIC,11804,478,1058.9565925529296,69.03582872584357,25.999312128442934,49.10293167864573,518,1393,83.11688311688312,30.694980694980696,51.58592283548416,40,334.0434074470704,14.081054391039544,4.695668566537762,2.4829911568384304,8.368200836820083,31.544579805840712,20.396734059583043,18.060741543237825,5.056706538600131,91.32582622288609,88.14893356980889,80.51313378130732,63.10287391258886,78.64987589535087,Fast,Emerging
