SA1_CODE_2021,state,rank_2021,pop_2016,income_2016,edu_2016,young_prof_2016,risk_2016,pop_2021,income_2021,edu_2021,young_prof_2021,risk_2021,pop_change,income_change,edu_change,young_prof_change,risk_change,pop_pct_change,income_pct_change,edu_pct_change,young_prof_pct_change,risk_pct_change,income_change_norm,edu_change_norm,young_prof_change_norm,risk_change_norm,acceleration_score,acceleration_category,gentrification_type
12102157701,NSW,1,2,260.1443277605595,81.20907586176196,107.96221322537112,99.77578750614276,3,350,100.0,133.33333333333331,99.22558164722548,1,89.85567223944048,18.79092413823804,25.3711201079622,-0.5502058589172805,50.0,34.54070016169828,23.13894591070691,23.499999999999986,-0.551442261363666,100.0,100.0,100.0,59.652422742340626,85.87834795981922,Very Fast,Accelerating
20604111737,VIC,2,1065,240.07649896753506,76.98109884204733,28.652697764097955,94.17115700164666,1153,323,94.7935368043088,35.38594969644406,98.49716666290418,88,82.92350103246494,17.81243796226147,6.7332519323461035,4.326009661257515,8.26291079812207,34.54044914395327,23.138716165652152,23.499539163055427,4.5937735066607255,99.99927326966784,99.99900710665194,99.99834899040769,62.818051259200615,86.9856074775491,Very Fast,Accelerating
20604111734,VIC,3,397,232.64422407604414,79.63249774939871,26.174755175087313,91.51350476682069,430,313,98.05825242718448,32.325581395348834,98.25052365839976,33,80.35577592395586,18.425754677785775,6.150826220261521,6.737018891579069,8.312342569269514,34.54019812573988,23.138486420168714,23.499078326110844,7.361775629449663,99.99854653797968,99.99801421145126,99.99669798081527,64.52108313379858,87.58095816977773,Very Fast,Accelerating
11703163916,NSW,4,712,315.8913089670033,76.34668427749341,34.5482949802329,97.06122244198217,750,425,94.01197604790418,42.66666666666667,98.18982951318374,38,109.10869103299672,17.665291770410775,8.118371686433768,1.1286070712015714,5.337078651685401,34.53994710705819,23.138256674256663,23.498617489166286,1.1627785461657325,99.99781980493572,99.99702131439822,99.99504697122295,60.707108593657885,86.24535661613844,Very Fast,Accelerating
20604150414,VIC,5,1228,307.7158727410033,76.09533172980633,28.818786159435515,94.06742861691855,1329,414,93.70229007633588,35.59066967644846,98.0803067415578,101,106.2841272589967,17.606958346529552,6.771883517012942,4.012878124639258,8.224755700325726,34.53969608790815,23.138026927915934,23.498156652221702,4.265959199311542,99.99709307053581,99.99602841549256,99.99339596163053,62.61636130753163,86.91288460069464,Very Fast,Accelerating
11703164015,NSW,6,108,5.946211533680213,78.28335296155151,15.626401356427431,77.12229217406768,114,8,96.3963963963964,19.29824561403509,97.9832942290343,6,2.053788466319787,18.113043434844883,3.671844257607658,20.86100205496662,5.555555555555558,34.539445068289766,23.137797181146567,23.49769581527714,27.049250569319973,99.99636633478,99.99503551473444,99.99174495203819,76.63393415978192,91.8183246329732,Very Fast,Accelerating
20604111736,VIC,7,195,295.08129791364877,76.22777729891098,36.841011330930655,97.46424462001751,211,397,93.86503067484662,45.49763033175356,97.96550928138984,16,101.91870208635123,17.637253375935643,8.656619000822907,0.5012646613723319,8.205128205128197,34.53919404820303,23.137567433948547,23.497234978332582,0.5143062087297867,99.99563959766824,99.9940426121238,99.99009394244588,60.30813163791201,86.1035832836002,Very Fast,Accelerating
20604150418,VIC,8,374,290.62217317973796,74.60248758534892,27.191193573311608,92.42181049507619,405,391,91.86351706036746,33.58024691358025,97.96428768669487,31,100.37782682026204,17.261029475018532,6.389053340268639,5.542477191618687,8.288770053475947,34.53894302764795,23.137337686321867,23.496774141388,5.996936396213504,99.99491285920058,99.99304970766065,99.98844293285347,63.68135663981703,87.28350156683894,Very Fast,Accelerating
20604150614,VIC,9,40,55.746045157260106,81.21028800687273,9.201599674981955,75.36443130959755,44,75,100.0,11.363636363636363,97.90740087429828,4,19.253954842739894,18.78971199312727,2.1620366886544087,22.542969564700726,10.000000000000009,34.538692006624515,23.13710793826653,23.49631330444344,29.911948080778416,99.99418611937695,99.99205680134493,99.98679192326114,78.39522800750262,92.43264607739137,Very Fast,Accelerating
20604111748,VIC,10,135,196.96972706059825,78.9228215139315,22.58469082589256,85.77630239128617,147,265,97.1830985915493,27.89115646258503,97.51670948550084,12,68.03027293940175,18.2602770776178,5.306465636692469,11.740407094214675,8.888888888888879,34.538440985132745,23.136878189782518,23.495852467498878,13.687238511003198,99.99345937819743,99.99106389317659,99.98514091366879,68.4128666046935,88.93810911756115,Very Fast,Accelerating
60105102722,TAS,11,407,241.56709711120902,78.62299868969227,29.360334850836892,93.98446383271947,433,325,96.81372549019608,36.25866050808314,97.35660718504066,26,83.43290288879098,18.19072680050381,6.898325657246247,3.3721433523211886,6.3882063882063855,34.53818996317259,23.136648440869845,23.495391630554295,3.5879795604550013,99.99273263566188,99.99007098315572,99.98348990407638,62.199229786643286,86.76262576168705,Very Fast,Accelerating
20604150401,VIC,12,595,355.29011650054366,76.34620558242088,34.20061420602538,96.7751016977742,644,478,94.0099833610649,42.2360248447205,97.24192878828713,49,122.70988349945634,17.663777778644018,8.035410638695119,0.4668270905129219,8.23529411764705,34.537938940744105,23.136418691528515,23.494930793609736,0.48238346674209787,99.99200589177043,99.98907807128231,99.98183889448407,60.288490956757165,86.09315670096089,Very Fast,Accelerating
20604150408,VIC,13,756,347.8579179135105,76.7522567766575,31.440953462502183,95.69597852325137,819,468,94.50980392156862,38.82783882783883,97.2072891934625,63,120.1420820864895,17.757547144911115,7.386885365336649,1.511310670211131,8.333333333333325,34.53768791784724,23.136188941758483,23.494469956665153,1.579283365438311,99.99127914652296,99.98808515755616,99.98018788489166,60.96336597774912,86.32865248733249,Very Fast,Accelerating
40101100156,SA,14,219,8.176162898530112,77.01704796373902,15.91223344509274,77.28021052021948,229,11,94.83568075117373,19.65065502183406,97.01514357652482,10,2.8238371014698878,17.81863278743471,3.7384215767413185,19.734933056305337,4.566210045662111,34.537436894481985,23.13595919155982,23.494009119720594,25.536852091185636,99.99055239991945,99.98709224197759,99.97853687529931,75.70342085050703,91.48696122111271,Very Fast,Accelerating
11703164611,NSW,15,139,193.25512000078442,81.21119715132677,17.627404658539028,78.45605987781599,147,260,100.0,21.7687074829932,96.97760468277946,8,66.74487999921558,18.788802848673228,4.141302824454172,18.52154480496347,5.755395683453246,34.53718587064842,23.135729440932472,23.49354828277599,23.607538836143572,99.98982565196013,99.98609932454637,99.97688586570683,74.51639792795577,91.0707927258252,Very Fast,Accelerating
40101100159,SA,16,318,269.0710921974232,72.18786549188535,30.48802421929364,94.54782785180532,332,362,88.88888888888889,37.65060240963856,96.86433404337517,14,92.92890780257682,16.70102339700354,7.16257819034492,2.316506191569843,4.402515723270439,34.53693484634643,23.135499689876426,23.493087445831428,2.4500892767211457,99.98909890264464,99.98510640526244,99.9752348561145,61.49913515628167,86.51404028263514,Very Fast,Accelerating
12602150024,NSW,17,379,298.8032621148418,80.28864224937406,14.98065148342119,76.46702420990745,400,402,98.86363636363636,18.5,96.74135676319833,21,103.1967378851582,18.574994114262296,3.5193485165788108,20.274332553290876,5.54089709762533,34.536683821576105,23.1352699383917,23.49262660888687,26.513824439717148,99.98837215197325,99.98411348412588,99.97358384652219,76.30450964175174,91.69521087873602,Very Fast,Accelerating
20604111708,VIC,18,583,191.0263225048111,77.03930999449003,22.20124536709706,84.70105105266263,631,257,94.86238532110092,27.41679873217116,96.37613687260264,48,65.9736774951889,17.82307532661089,5.215553365074101,11.675085819940008,8.23327615780447,34.53643279633742,23.13504018647834,23.492165771942307,13.783873605867125,99.98764539994592,99.98312056113687,99.97193283692984,68.47232199506446,88.95323472787238,Very Fast,Accelerating
